Series Name	Series Code	Country Name	Country Code	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Philippines	PHL	..	..	..	..	..	..	3.1	..	..	3.1	..	..	3.4	..	..	2.3	..	..	2.3	..	..	1.2	..	..	0.5
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Poland	POL	..	..	..	..	..	..	..	..	..	..	1	0.4	0.3	0.3	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.2	0.1
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Portugal	PRT	..	..	..	..	..	..	..	..	..	0.5	0.3	0.3	0	0.1	0.1	0.1	0.1	0.2	0.4	0.4	0.2	0.2	0.2	0.2	0.1
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Romania	ROU	..	..	..	..	..	..	..	..	..	..	..	..	2.4	1.6	1.2	0.7	1.3	1.9	2	2.1	2.3	1.6	1	1.2	0.8
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Russian Federation	RUS	..	..	1	0.4	0.6	1.1	0.7	0.4	0.2	0.3	0.2	0.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Rwanda	RWA	..	..	..	..	..	..	38.9	..	..	..	..	32	..	..	..	..	25.6	..	..	21.4	..	..	20.9	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Samoa	WSM	..	..	..	..	..	..	..	..	0.4	..	..	..	..	..	0.1	..	..	..	..	0.1	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Sao Tome and Principe	STP	..	..	..	..	..	..	8.5	..	..	..	..	..	..	..	..	..	9.3	..	..	..	..	..	..	13.1	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Senegal	SEN	21.4	..	..	..	..	..	..	16.6	..	..	..	12.7	..	..	..	..	..	13.1	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Serbia	SRB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2.9	3.2	4.3	4	4.2	3.3	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.5	..	..	..	..	0.1
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	32.6	..	..	..	..	..	..	..	17.8	..	..	..	..	..	..	11.7
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Slovak Republic	SVK	..	..	..	..	..	..	..	..	..	..	0	0.1	0.1	0.2	0.2	0.1	0.2	0.2	0.1	0.2	0.4	0.3	1.2	..	0.1
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Slovenia	SVN	..	..	..	..	..	..	..	..	..	..	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	18.9	..	..	..	..	..	..	6.6	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	South Africa	ZAF	..	..	14.2	..	..	..	13	..	..	..	..	8.2	..	..	4.7	..	4.8	..	..	..	6.1	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	20.1	..	..	..	..	..	..	40.8	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Spain	ESP	..	0.8	..	..	..	..	0.2	..	..	0.6	0.6	0.6	0.6	0.3	0.4	0.6	0.5	0.9	0.6	0.8	0.5	0.6	0.7	0.5	0.6
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Sri Lanka	LKA	..	1.7	..	..	..	..	..	..	1.5	..	..	..	0.7	..	..	0.5	..	..	0.3	..	..	..	0.1	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	St. Lucia	LCA	..	12.7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2.6	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4.2	..	..	..	..	2.8	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Suriname	SUR	..	..	..	..	..	15.2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Sweden	SWE	..	0.1	..	..	..	..	0	..	..	0.2	0.3	0.8	0.2	0.3	0.5	0.3	0.4	0.4	0.3	0.5	0.3	0.3	0.2	0.1	0.6
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Switzerland	CHE	..	..	..	..	..	..	0	..	0	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Syrian Arab Republic	SYR	..	..	0.3	..	..	..	..	..	..	0.1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Tajikistan	TJK	..	..	..	..	..	15.6	..	..	..	7.1	3	..	..	3.5	..	0.7	..	..	..	..	..	0.9	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Tanzania	TZA	..	..	..	..	..	..	46.3	..	..	..	..	..	..	23.5	..	..	..	15.6	..	..	..	..	..	15.9	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Thailand	THA	0.5	..	0.3	..	0.2	0.3	0.4	..	0.2	..	0.1	..	0.1	0	0	0	0	0	0	0	0	0	0	0	0
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Timor-Leste	TLS	..	..	..	..	..	..	..	11.2	..	..	..	..	..	9	..	..	..	..	..	..	4.4	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Togo	TGO	..	..	..	..	..	..	..	..	..	..	..	..	21.7	..	..	..	..	23.8	..	..	..	20.7	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Tonga	TON	..	..	..	..	..	..	0.7	..	..	..	..	..	..	..	..	0.3	..	..	..	..	..	0.2	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Trinidad and Tobago	TTO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Tunisia	TUN	..	2.8	..	..	..	..	1.2	..	..	..	..	0.7	..	..	..	..	0.4	..	..	..	..	0	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Turkey	TUR	0.6	..	..	..	..	..	..	..	0.3	0.8	0.3	0.4	0.3	0.1	0.2	0.1	0.1	0	0	0.1	0	0.1	0	0	0
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Turkmenistan	TKM	..	..	..	..	17.9	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Tuvalu	TUV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.4	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Uganda	UGA	..	..	24.9	..	..	28.8	..	..	26.9	..	..	21.6	..	..	..	15	..	..	10.7	..	..	..	13.1	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Ukraine	UKR	..	1.3	1.3	..	..	..	..	..	0.3	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	United Kingdom	GBR	0.2	0.5	..	..	..	0.1	0.2	0.2	0.2	0.3	0.2	0.3	0.1	0.2	0.2	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.2	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	United States	USA	0.4	0.4	0.5	0.5	0.6	0.5	0.5	0.7	0.6	0.8	0.8	0.8	0.8	0.8	0.9	0.7	0.9	0.8	0.8	0.8	1	0.9	0.9	1	0.9
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Uruguay	URY	..	0.1	0.1	0.1	0.1	..	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0	0	0.1	0	0	0	0	0	0	0	0
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Uzbekistan	UZB	..	..	..	..	17.5	..	22.8	..	18	21.8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Vanuatu	VUT	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3.3	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Venezuela, RB	VEN	..	3.9	..	..	5	5.1	..	4.4	7.6	9.3	8.1	8.4	3.8	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Vietnam	VNM	..	..	..	7.6	..	..	..	..	9.7	..	6.6	..	4.7	..	3.4	..	0.8	..	0.5	..	0.5	..	0.4	..	0.3
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	West Bank and Gaza	PSE	..	..	..	..	..	..	..	..	..	..	0.2	0.1	0.1	0.4	..	0.1	0	0.1	..	..	..	..	0.1	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Yemen, Rep.	YEM	..	..	..	..	1.5	..	..	..	..	..	..	1.7	..	..	..	..	..	..	..	..	4.2	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Zambia	ZMB	..	..	16.9	..	17.8	..	..	..	18.8	..	28.5	..	31.4	..	..	..	33	..	..	..	..	30.7	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Zimbabwe	ZWE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5.2	..	..	..	..	..	9.3	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	East Asia & Pacific	EAS	16.5	14.3	12.6	12.7	13.5	12	10.8	10.1	8.9	7.6	6.2	4.7	4.6	4	3.7	3.1	2.4	1.8	1.4	0.6	0.5	0.4	0.3	0.3	0.2
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Europe & Central Asia	ECS	2.2	2.2	2.3	2	2	2.4	2.2	1.9	1.6	1.8	1.4	1.4	1.2	0.9	0.8	0.7	0.7	0.6	0.5	0.4	0.5	0.4	0.4	0.4	0.3
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Fragile and conflict affected situations	FCS	..	29.9	29.3	28.9	..	27.8	..	25.7	24.1	23.1	21.8	21.1	20.1	19.3	18.5	18.5	17.1	15.8	14.5	14.3	13.4	13.9	14.3	14.3	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	High income	HIC	..	..	0.4	..	..	0.4	..	..	0.4	..	..	0.4	..	..	0.4	..	0.4	0.4	0.4	0.4	..	0.5	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	IDA countries classified as fragile situations	DFS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	IDA total	IDA	24.1	23.2	22.3	21.9	21.9	21.6	21.2	20.4	19.5	19.1	17.5	16.5	15.8	15	14.4	14.2	13.4	12.6	11.8	11.6	11.1	11	11.1	10.9	10.6
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Latin America & Caribbean	LCN	5.8	5.8	6.9	6.4	6	6.1	5.6	5.3	4.8	4.6	4.1	3.9	3.1	3	2.8	2.6	2.4	2.3	1.7	1.5	1.3	1.2	1.3	1.3	1.3
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Low & middle income	LMY	13.8	12.9	12.1	12	12.2	11.7	11.1	10.7	10	9.4	8.5	7.7	7.4	6.9	6.6	6.3	5.7	4.9	4.5	4	3.8	3.6	3.6	3.5	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Low income	LIC	..	32.5	31.3	30.4	30	29.4	29.3	28.4	28.1	27.9	25.9	24.7	23.9	22.8	21.4	21.6	20.6	19.7	18.7	18.1	17.6	17.9	18.1	18	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Lower middle income	LMC	13.5	13	12.4	..	..	..	..	..	10.9	10.5	9.8	9.2	8.7	8.2	7.9	7.5	6.7	5.6	5.1	4.7	4.3	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Middle East & North Africa	MEA	1.2	1.2	1.1	1	0.8	0.7	0.7	0.6	0.6	0.8	0.6	0.5	0.5	0.5	0.5	0.5	0.4	0.5	0.5	0.4	0.5	1.1	1.4	1.8	2
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Middle income	MIC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	South Asia	SAS	12	11.4	10.8	..	..	..	..	..	10	9.6	9.1	8.3	7.9	7.3	7	6.6	5.6	4.3	3.8	3.3	2.8	..	..	..	..
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Sub-Saharan Africa	SSF	29	28.7	27.9	27.5	27.4	27.1	27.1	26.3	25.1	24.6	23.1	22.2	21.5	20.8	20	20.1	19.1	17.9	17	16.7	16.1	15.9	15.9	15.6	15.2
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	Upper middle income	UMC	11.7	10.2	9.3	9.4	10	9	8.1	7.5	6.6	5.7	4.7	3.6	3.5	3.1	2.9	2.5	2.1	1.5	1.3	0.7	0.6	0.5	0.5	0.5	0.4
Poverty gap at $1.90 a day (2011 PPP) (%)	SI.POV.GAPS	World	WLD	11.3	10.5	9.9	9.9	10.1	9.6	9.2	8.8	8.3	7.9	7.1	6.4	6.2	5.8	5.5	5.3	4.8	4.1	3.8	3.4	3.2	3.1	3	2.9	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Afghanistan	AFG	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Albania	ALB	..	..	2.1	..	..	..	..	..	2.9	..	..	1.8	..	..	0.8	..	..	..	1.3	..	2.5	1.7	2	1.8	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Algeria	DZA	..	6.4	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.7	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Angola	AGO	..	..	..	..	..	..	29.6	..	..	..	..	..	..	..	26.6	..	..	..	..	..	..	..	..	..	38.7
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Argentina	ARG	2.8	4.6	5.2	4.7	5.1	5.4	6.4	9.5	13.8	6.7	5	4	3.1	2.5	2.4	2.1	1.5	1.1	1.2	1	1.1	..	1.1	1	1.3
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Armenia	ARM	..	..	..	..	..	13.5	..	14.3	12.2	9.8	7.1	4.3	3.3	2.8	1.7	2.5	2.6	2.5	2.2	2.4	2.3	2.1	1.9	1.6	2.1
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Australia	AUS	..	0.8	..	..	..	..	..	0.7	..	0.9	0.6	..	..	..	0.4	..	0.4	..	..	..	0.4	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Austria	AUT	0.3	1	..	0.3	..	..	0.1	..	..	0.3	0.1	0.1	0.1	0.3	0.4	0.6	0.4	0.4	0.5	0.3	0.2	0.6	0.6	0.3	0.5
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Azerbaijan	AZE	..	7.6	..	..	..	..	..	3.8	0.1	0.1	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Bangladesh	BGD	..	28.6	..	..	..	..	27.4	..	..	..	..	22.4	..	..	..	..	18.7	..	..	..	..	..	15.3	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Belarus	BLR	..	..	..	..	12	10.8	7.8	3.9	2.7	2.2	0.9	0.5	0.2	0.2	0.1	0.1	0	0	0	0	0	0	0	0	0
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Belgium	BEL	..	0.5	..	0.4	..	..	0.3	..	..	0.3	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Belize	BLZ	9.8	..	12.1	14.8	13.1	11.7	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Benin	BEN	..	..	..	..	..	..	..	..	..	38.1	..	..	..	..	..	..	..	38.5	..	..	..	39.6	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Bhutan	BTN	..	..	..	..	..	..	..	..	..	15.2	..	..	..	8.8	..	..	..	..	3.4	..	..	..	..	2.6	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Bolivia	BOL	..	..	..	16.3	..	22	24.8	19.4	20.7	..	12.2	16.3	13.8	11.2	9.2	8.7	..	6	6.9	5.7	5.1	5.2	6.2	5.5	4.3
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Bosnia and Herzegovina	BIH	..	..	..	..	..	..	..	0.3	..	..	0.2	..	..	0.1	..	..	..	0.1	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Botswana	BWA	..	..	..	..	..	..	..	..	22.4	..	..	..	..	..	..	13.8	..	..	..	..	..	12.9	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Brazil	BRA	..	11.2	12	11.9	10.8	11.3	..	9.8	8.9	9.5	8.4	7.5	6.3	6.1	5	4.8	..	4.1	3.4	2.8	2.4	2.8	3.4	3.7	3.7
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Bulgaria	BGR	..	..	..	..	..	..	..	..	..	..	..	..	5	1.6	1.1	1	1.6	2.1	1.9	1.9	1.5	2.8	1.8	1.2	0.8
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Burkina Faso	BFA	65	..	..	..	61.2	..	..	..	..	43.1	..	..	..	..	..	40.7	..	..	..	..	32.3	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Burundi	BDI	..	..	..	..	64.4	..	..	..	..	..	..	..	55.6	..	..	..	..	..	..	52.2	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Cabo Verde	CPV	..	..	..	..	..	..	..	14	..	..	..	..	..	8.2	..	..	..	..	..	..	..	4.2	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Cambodia	KHM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Cameroon	CMR	..	..	36.7	..	..	..	..	21.2	..	..	..	..	..	24.5	..	..	..	..	..	..	20.1	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Canada	CAN	0.2	..	..	0.3	0.3	..	0.2	..	..	..	0.2	..	..	0.2	..	..	0.2	..	0.2	0.3	0.2	0.3	0.2	0.2	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Central African Republic	CAF	..	..	..	..	..	..	..	..	..	..	..	..	..	..	50.3	..	..	..	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Chad	TCD	..	..	..	..	..	..	..	..	..	44.5	..	..	..	..	..	..	..	30.7	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Chile	CHL	5	..	3.7	..	3.6	..	4.3	..	..	4	..	..	1.6	..	..	1.3	..	0.8	..	0.4	..	0.3	..	0.3	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	China	CHN	..	..	31.7	..	..	30.5	..	..	24.6	..	..	15.5	..	..	12.4	..	9.7	7.4	6.2	2.8	2.1	1.4	1	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Colombia	COL	..	..	15.4	..	..	18.1	16.2	17.9	11.3	10.8	9.8	8.8	..	..	9.1	8	6.9	5.9	5.8	5.3	4.8	4.3	4.3	3.9	4
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Comoros	COM	..	..	..	..	..	..	..	..	..	..	13.3	..	..	..	..	..	..	..	..	..	16.2	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Congo, Dem. Rep.	COD	..	..	..	..	..	..	..	..	..	..	77.4	..	..	..	..	..	..	..	58.1	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Congo, Rep.	COG	..	..	..	..	..	..	..	..	..	..	..	40.9	..	..	..	..	..	31	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Costa Rica	CRI	6.2	6.6	7.5	5.9	4.6	5.8	6.1	4.5	4.1	4.1	3.8	2.9	2.9	1.8	2	2.2	1.5	1.6	1.5	1.5	1.4	1.5	1.3	1	1.3
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Cote d'Ivoire	CIV	..	19	..	..	22.5	..	..	..	22	..	..	..	..	..	25.4	..	..	..	..	..	..	24.4	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Croatia	HRV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.9	1.2	0.7	0.8	0.9	0.9	0.6	0.6	0.5	0.4
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Cyprus	CYP	..	..	..	..	..	..	..	..	..	..	0.1	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Czech Republic	CZE	..	..	0.1	..	..	..	..	..	0	..	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0	0	0
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Denmark	DNK	..	0	..	..	..	..	0	..	..	0.3	0.3	0.2	0.1	0.1	0.2	0.3	0	0	0	0.3	0.1	0.2	0.2	0.1	0.2
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Djibouti	DJI	..	..	..	..	..	..	..	..	17.4	..	..	..	..	..	..	..	..	..	16.1	17.9	..	..	..	14.7	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Dominican Republic	DOM	..	..	4.7	4.8	..	..	4.7	3.8	5.1	6.1	7.9	5.4	4.4	4.2	3.9	3.4	3.1	3.1	3.1	2.6	2.3	1.9	1.7	1	0.6
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Ecuador	ECU	15.2	..	..	..	..	18.6	22.9	..	..	12.7	13.1	10.2	7.3	7.4	6.8	6.4	5.2	4.4	4.1	3.2	2.6	3.3	3.3	2.9	3.1
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Egypt, Arab Rep.	EGY	..	9.7	..	..	..	5.3	..	..	..	..	8.2	..	..	..	7.4	..	4.7	..	3.5	..	..	3.4	..	6.3	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	El Salvador	SLV	..	11.3	12.3	..	17.5	14.5	10.6	11.6	11.8	13.1	9.7	9.2	6.4	4.6	6.4	6.2	5.6	4.9	4.2	3.5	3.4	2.5	2.8	2.2	2
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Estonia	EST	..	..	..	..	..	..	..	..	..	2.2	1	0.6	0.7	0.4	0.4	0.4	0.7	0.8	0.6	0.8	0.7	0.5	0.4	0.3	0.3
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Eswatini	SWZ	66.5	..	..	..	..	..	35.9	..	..	..	..	..	..	..	..	32.6	..	..	..	..	..	..	22.9	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Ethiopia	ETH	..	49.2	..	..	..	41.7	..	..	..	..	30.5	..	..	..	..	..	29.3	..	..	..	..	25.7	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Fiji	FJI	..	..	..	..	..	..	..	..	3.3	..	..	..	..	..	2.3	..	..	..	..	1.3	..	..	..	..	..
Poverty gap at $3.20 a day (2011 PPP) (% of population)	SI.POV.LMIC.GP	Finland	FIN	..	0	..	..	..	..	0	..	..	0	0	0.1	0.1	0.1	0.1	0	0	0	0.1	0.1	0.1	0.1	0	0.1	0.1
